,NAME,INDEX,VALUATION AVG,TOTAL FUNDING USD,FUNDING FROM EARLY STAGES,FUNDING FROM EARLY STAGES > 2M,FUNDING UP UNTIL VALUATION DATE,AVG REVENUE,AVG REVENUE GROWTH,AVG EMPLOYEE GROWTH,VALUATION TO FUNDING RATIO,IS_MARKETING_INDUSTRY,IS_HEALTH_INDUSTRY,IS_ENTERPRISE SOFTWARE_INDUSTRY,IS_FINTECH_INDUSTRY,IS_FOOD_INDUSTRY,IS_ENERGY_INDUSTRY,IS_HOME LIVING_INDUSTRY,IS_TRANSPORTATION_INDUSTRY,IS_MEDIA_INDUSTRY,REVENUE MODEL MARKETPLACE & ECOMMERCE,REVENUE MODEL MANUFACTURING,REVENUE MODEL SAAS,HQ STOCKHOLM,HQ OSLO,HQ HELSINKI,HQ COPENHAGEN
1,Disior Oy,1.0,8.5,2.5960490751699328,2.5960490751699328,1,2.5960490751699328,375000.0,1.3572088082974532,0.0,3.2742062086956523,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,Furhat Robotics,2.0,12.5,17.608920774090365,6.108920774090365,1,2.556435849460216,1324250.0,1.9558053391167385,1.0873803730028921,4.889620055453118,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16,Campanyon,16.0,7.5,2.293075483806478,2.293075483806478,1,2.293075483806478,0.0,0.0,0.0,3.2707165782218777,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
17,Hedia,17.0,15.0,7.138628875726793,1.4775199391377085,0,7.138628875726793,0.0,0.0,1.3572417850765923,2.1012438468406627,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
19,Checkin.com,19.0,100.0,4.324334730777417,4.324334730777417,1,4.324334730777417,0.0,0.0,1.1281521496355325,23.12494435,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
22,Real Heart,22.0,7.5,1.714697157460365,1.714697157460365,0,1.693075483806478,42500.0,1.912931182772389,1.7888543819998317,4.4298084,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,Clever Compliance,27.0,33.0,0.3243251048083063,0.3243251048083063,0,0.3243251048083063,0.0,0.0,0.0,101.74975513999999,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
32,Uniti,32.0,3.2,5.35044338116871,5.35044338116871,1,5.35044338116871,552000.0,3.9685026299204984,0.0,0.5980812751449052,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
50,Gamifiera,50.0,6.5,1.3,1.3,0,1.3,0.0,0.0,0.8944271909999159,5.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
54,Ninadata,54.0,8.85,1.997829070891644,1.997829070891644,0,1.997829070891644,0.0,0.0,0.0,4.4298084,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
76,Pibox,76.0,2.0,0.5425743397840864,0.5425743397840864,0,0.5425743397840864,48333.333333333336,1.3416407864998738,0.0,3.68613082733674,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
83,Tebrito,83.0,10.0,3.4877354966413447,3.4877354966413447,1,3.4877354966413447,0.0,0.0,0.0,2.8671899029126213,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
84,Mobal,84.0,10.0,2.2574339784086375,2.2574339784086375,1,2.2574339784086375,0.0,0.0,0.0,4.4298084,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
88,Hopp,88.0,14.0,2.8,2.8,1,2.8,0.0,0.0,0.0,5.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
89,Session (formerly Auddly),89.0,60.0,5.450978939505117,5.450978939505117,1,5.450978939505117,160250.0,0.6408240481696994,1.0,11.007197177952639,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
91,Peas of Heaven,91.0,13.5,3.0475358708516604,3.0475358708516604,1,3.0475358708516604,0.0,0.0,0.0,4.4298084,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
97,CarbonCloud,97.0,50.0,1.0810836826943542,1.0810836826943542,0,1.0810836826943542,0.0,0.0,0.0,46.2498887,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
101,United Robots,101.0,7.5,1.693075483806478,1.693075483806478,0,1.693075483806478,980000.0,1.6068568378893036,1.3867504905630728,4.4298084,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
105,Iconicchain,105.0,5.0,1.1987169892043188,1.1987169892043188,0,1.1987169892043188,213333.33333333334,2.23606797749979,0.0,4.17112633342995,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
112,Consigli,112.0,9.5,2.1445622794882055,2.1445622794882055,1,2.1445622794882055,0.0,0.0,0.0,4.4298084,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
113,Mjuk,113.0,7.5,1.693075483806478,1.693075483806478,0,1.693075483806478,0.0,0.0,0.0,4.4298084,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
117,Alvar Pet,117.0,5.0,3.937438137504999,3.937438137504999,1,1.6687169892043188,0.0,0.0,0.0,2.9963139539821615,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
122,eniferBio,122.0,5.0,2.4831773762495013,2.4831773762495013,1,1.1287169892043187,0.0,0.0,1.5275252316519468,4.4298084,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
126,SpinDrive,126.0,8.0,3.1039717203118764,3.1039717203118764,1,3.1039717203118764,104000.0,2.340347319320716,0.0,2.577343069090909,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
128,Sharpfin,128.0,5.4,3.2394177590163946,3.2394177590163946,1,3.2394177590163946,234200.0,1.5146475955500731,1.2574334296829355,1.6669662271777004,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
129,Rokoko,129.0,15.0,10.9,7.9,1,7.9,0.0,0.0,1.471691329220834,1.8987341772151898,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
132,ApoGlyx,132.0,30.0,0.6486502096166126,0.6486502096166126,0,0.6486502096166126,125000.0,1.205071132087615,0.0,46.2498887,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
138,GamerPay,138.0,10.0,2.0,2.0,0,2.0,0.0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
145,Loop54,145.0,3.0,0.6,0.6,0,0.6,2000000.0,1.4422495703074083,0.0,5.0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
147,Sprint Bioscience,147.0,112.5,8.136835946039776,5.704397659977479,1,2.432438286062297,3228000.0,0.8902047574835567,1.0657567166523305,46.24988870000001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
149,Cogo,149.0,5.0,21.128716989204317,21.128716989204317,1,1.1287169892043187,0.0,0.0,0.0,4.4298084,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
158,Lace Laboratory,158.0,9.0,2.0316905805677736,2.0316905805677736,1,2.0316905805677736,826666.6666666666,5.0,0.0,4.4298084,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
161,Flow - Meditation for modern life,161.0,2.5,1.211091703198721,1.211091703198721,0,1.0869328343862459,0.0,0.0,0.0,2.300050123531014,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
163,Sensative,163.0,14.0,11.907521270923525,3.125478551140791,1,11.907521270923525,1746200.0,1.4233148136136529,1.1084094137869043,1.1757274819391683,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
164,Polar Night Energy,164.0,2.5,0.5643584946021594,0.5643584946021594,0,0.5643584946021594,0.0,0.0,0.0,4.4298084,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
175,Freeed,175.0,4.5,1.0158452902838868,1.0158452902838868,0,1.0158452902838868,0.0,0.0,0.0,4.4298084,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
187,Brain Nordic,187.0,22.0,0.9729753144249187,0.9729753144249187,0,0.9729753144249187,0.0,0.0,0.0,22.61105669777778,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
200,LastObject,200.0,90.0,3.452328435862118,3.452328435862118,1,3.452328435862118,0.0,0.0,0.0,26.06936207606943,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
204,Debricked,204.0,110.0,4.897309082605425,4.897309082605425,1,4.897309082605425,175000.0,0.0,1.1978241142570356,22.4613146004415,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
207,Din Psykolog,207.0,26.0,0.06,0.06,0,0.06,0.0,0.0,0.0,433.33333333333337,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
217,Huuva,217.0,6.076615,1.22,1.22,0,1.22,0.0,0.0,0.0,4.980831967213115,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
220,GLOBHE,220.0,53.0,0.756758577886048,0.756758577886048,0,0.756758577886048,171800.0,2.7176257024763295,2.23606797749979,70.03554574571429,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
222,Telness,222.0,7.5,7.15632653188954,7.15632653188954,1,7.15632653188954,607500.0,2.9472251989123093,0.0,1.048023726499763,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
223,Medicortex,223.0,8.0,1.2918818881647343,1.2918818881647343,0,1.2918818881647343,800000.0,0.0,0.0,6.192516570818183,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
226,AlixLabs,226.0,5.0,1.0,1.0,0,1.0,0.0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
227,Playpulse,227.0,10.0,2.247938899425259,2.247938899425259,1,2.247938899425259,0.0,0.0,0.0,4.448519487142976,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
237,Lunch.co,237.0,2.5,0.6643584946021593,0.6643584946021593,0,0.6643584946021593,0.0,0.0,0.0,3.7630285761561395,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
239,Aurora Propulsion Technologies,239.0,10.0,2.0,2.0,0,2.0,0.0,0.0,0.0,5.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
242,Enerpoly,242.0,2.1,2.8346953278225415,2.8346953278225415,1,2.8346953278225415,30000.0,0.0,0.0,0.7408203553265478,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
244,Trustmary,244.0,6.7,2.23,2.23,1,2.23,0.0,0.0,0.8856148855400953,3.0044843049327357,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
245,Johannas Stadsodlingar AB,245.0,25.0,0.5405418413471771,0.5405418413471771,0,0.5405418413471771,40000.0,2.449489742783178,0.0,46.2498887,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
253,ZeroPoint Technologies,253.0,12.5,6.709654518411217,6.709654518411217,1,6.709654518411217,366666.6666666667,1.5275252316519468,0.0,1.862987127832013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
263,Warpin,263.0,7.5,2.3703056773290694,2.3703056773290694,1,2.3703056773290694,453200.0,1.9582709067534176,0.0,3.1641488571428567,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
269,ClevAir,269.0,6.5,0.7965093496603803,0.7965093496603803,0,0.14650934966038034,250000.0,1.7099759466766968,0.0,44.36576925,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
283,Briqpay,283.0,10.0,2.2574339784086375,2.2574339784086375,1,2.2574339784086375,0.0,0.0,0.0,4.4298084,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
284,Returnado,284.0,7.5,0.16216255240415314,0.16216255240415314,0,0.16216255240415314,269000.0,1.8803015465431967,0.0,46.2498887,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
286,Kapacity.io,286.0,0.625,0.13,0.13,0,0.13,0.0,0.0,0.0,4.8076923076923075,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
287,Lola & Lykke,287.0,2.5,1.3093117074770098,1.3093117074770098,0,1.3093117074770098,0.0,0.0,0.0,1.909400172413793,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
288,BoardClic,288.0,8.0,1.80594718272691,1.80594718272691,0,1.80594718272691,0.0,0.0,1.1114378604524227,4.4298084,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
289,Nenda,289.0,35.0,1.3513546033679429,1.3513546033679429,0,1.3513546033679429,0.0,0.0,0.0,25.899937672,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
290,Melt&Marble (formerly Biopetrolia),290.0,3.75,0.846537741903239,0.846537741903239,0,0.846537741903239,0.0,0.0,1.35400640077266,4.4298084,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
295,Develop Diverse,295.0,75.0,2.3313938184363443,2.3313938184363443,1,2.3313938184363443,0.0,0.0,0.0,32.169597176980666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
299,Printix,299.0,10.0,2.5,2.5,1,2.5,0.0,0.0,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
301,BYON8,301.0,7.5,2.324325104808306,2.324325104808306,1,2.324325104808306,94600.0,3.398088489694245,0.0,3.2267431025396713,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
302,Equality Check,302.0,6.25,1.997829070891644,1.997829070891644,0,1.997829070891644,0.0,0.0,0.0,3.1283957627118646,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
306,Stockholmwater,306.0,6.0,2.4355440697395365,1.0810836826943542,0,2.4355440697395365,0.0,0.0,0.0,2.463515267306026,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
309,WeMe Facilitators,309.0,7.1,0.022539899947750824,0.022539899947750824,0,0.022539899947750824,0.0,0.0,0.0,314.99696167499997,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
310,Metry,310.0,70.0,5.872167365388709,2.1621673653887084,1,2.1621673653887084,740000.0,1.3617632344054063,1.0377490433255416,32.374922090000005,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
311,Greenely,311.0,6.5,5.472339483542365,4.172339483542365,1,5.472339483542365,375000.0,1.077217345015942,0.0,1.187791806328581,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
322,Loupedeck,322.0,7.5,6.507943440623753,6.507943440623753,1,3.9505094622151153,2906000.0,3.235583697363108,1.372991720608209,1.8984893142857142,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
326,Cerebriu,326.0,4.8,4.29282016361252,4.29282016361252,1,2.76,0.0,0.0,1.4638501094227998,1.7391304347826089,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
329,Refurbly,329.0,30.0,0.6486502096166126,0.6486502096166126,0,0.6486502096166126,0.0,0.0,0.0,46.2498887,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
330,Spacept,330.0,0.55,0.13702709206735886,0.13702709206735886,0,0.11,100000.0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
336,responsibly,336.0,10.0,2.0,2.0,0,2.0,0.0,0.0,0.0,5.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
343,Freightify,343.0,12.5,2.75,0.25,0,2.75,0.0,0.0,1.1740436015661335,4.545454545454546,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
346,Invesdor,346.0,9.3,6.917943440623753,6.917943440623753,1,6.917943440623753,700000.0,0.0,0.0,1.3443301582068834,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
347,Enode,347.0,11.0,2.2,2.2,1,2.2,0.0,0.0,0.0,5.0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
349,ClexBio,349.0,6.0,2.2,2.2,1,2.2,0.0,0.0,0.0,2.727272727272727,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
350,Reduced,350.0,1.925,0.4401996257896843,0.4401996257896843,0,0.4401996257896843,0.0,0.0,0.0,4.373015984615384,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
352,Immersal,352.0,5.0,1.6772301935225913,1.6772301935225913,0,1.6772301935225913,220000.0,1.4953487812212205,0.0,2.9811054077787524,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
354,Limina,354.0,15.0,7.5172683963010005,4.5172683963010005,1,7.5172683963010005,420250.0,1.3147679471646476,0.0,1.9954056725420373,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
355,Jenny,355.0,2.1,4.627739655737707,2.2574339784086375,1,4.627739655737707,100000.0,1.0,0.0,0.4537852507317073,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
356,Econans AB,356.0,8.7,2.18,2.18,1,2.18,201666.66666666666,8.94427190999916,0.0,3.990825688073394,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
357,Helloflow,357.0,6.5,1.4673320859656143,1.4673320859656143,0,1.4673320859656143,0.0,0.0,0.0,4.4298084,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
360,Brain Stimulation,360.0,40.0,0.9213027956156993,0.05643584946021594,0,0.9213027956156993,140000.0,1.3160740129524924,0.0,43.41677914183287,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
361,Imsure,361.0,15.0,0.3243251048083063,0.3243251048083063,0,0.3243251048083063,0.0,0.0,0.0,46.2498887,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
363,Koukoi Games,363.0,5.0,2.1287169892043187,2.1287169892043187,1,2.1287169892043187,358000.0,1.944130841813964,0.0,2.3488326655714444,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
364,Ngenic,364.0,4.0,7.223788730907639,0.902973591363455,0,0.902973591363455,200844400.0,1.1292269152507288,1.164964745021435,4.4298084,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
366,Bumbee Labs,366.0,105.0,3.726320649731715,3.726320649731715,1,3.726320649731715,448500.0,0.0,0.0,28.17792934903756,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
367,Bio-me,367.0,50.0,1.126994997387541,1.126994997387541,0,1.126994997387541,0.0,0.0,0.0,44.36576925,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
368,Eco Wave Power,368.0,10.0,14.256435849460214,2.056435849460216,1,2.0,0.0,0.0,0.0,5.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
369,FOROS,369.0,6.0,1.9752547311075577,1.9752547311075577,0,1.9752547311075577,351500.0,1.2845747576965552,0.0,3.037582902857143,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
372,720°,372.0,14.5,6.095071741703321,6.095071741703321,1,6.095071741703321,1050000.0,1.4938015821857216,0.0,2.378971177777778,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
374,Haldor AB,374.0,1.62,0.32,0.32,0,0.32,608000.0,2.177938587346431,0.0,5.0625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
375,MAQ AB,375.0,1.22692,0.5138009209549668,0.5138009209549668,0,0.5138009209549668,100000.0,0.0,0.0,2.3879287676627894,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
379,RØST coffee AS,379.0,60.0,1.014295497648787,1.014295497648787,0,1.014295497648787,1265126.4285714286,2.154437954017779,1.9574338205844317,59.154359,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
380,CloudBackend,380.0,13.0,2.55090039560176,2.55090039560176,1,2.55090039560176,400.0,0.0,0.0,5.096239752212389,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
393,Accurator,393.0,40.0,0.8648669461554833,0.8648669461554833,0,0.8648669461554833,0.0,0.0,0.0,46.24988870000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
394,Geyser Batteries Oy,394.0,5.55,2.4400000000000004,1.11,0,1.11,44000.0,0.0,0.0,4.999999999999999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
402,Brink Commerce,402.0,5.0,4.4,4.4,1,2.2,0.0,0.0,1.6832508230603465,2.2727272727272725,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
405,ZTL Payment Solution,405.0,3.7665,11.024179664294284,11.024179664294284,1,3.058823040743704,0.0,0.0,0.0,1.2313559659483395,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
416,Digip,416.0,10.0,2.2574339784086375,2.2574339784086375,1,2.2574339784086375,0.0,0.0,0.0,4.4298084,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
417,CheckStep,417.0,6.5,1.7574704560091017,1.7574704560091017,0,1.7574704560091017,0.0,0.0,0.0,3.69849745,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
418,Boom Corp,418.0,9.0,1.8,1.8,0,1.8,0.0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
420,Custimy,420.0,8.0,2.1,2.1,1,2.1,0.0,0.0,0.0,3.8095238095238093,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
425,GamerzClass,425.0,12.5,4.15,4.15,1,4.15,227273.0,0.0,1.4142135623730951,3.012048192771084,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
426,Handiscover,426.0,7.5,12.004868195994153,12.004868195994153,1,12.004868195994153,172600.0,5.143686723610402,0.0,0.6247465509452773,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
435,Contract Mill,435.0,5.0,1.1287169892043187,1.1287169892043187,0,1.1287169892043187,40000.0,1.0626585691826111,0.0,4.4298084,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
436,Vembla,436.0,6.5,2.580848279140799,1.113516193175185,0,2.580848279140799,0.0,0.0,0.0,2.518551769406585,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
437,Strike Pharma,437.0,50.0,1.0810836826943542,1.0810836826943542,0,1.0810836826943542,0.0,0.0,0.0,46.2498887,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
442,Suturion Ab,442.0,70.0,1.513517155772096,1.513517155772096,0,1.513517155772096,0.0,0.0,0.0,46.2498887,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
447,Teemyco,447.0,13.0,3.9346641719312285,3.9346641719312285,1,3.9346641719312285,0.0,0.0,0.0,3.303966852555878,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
448,Coupleness,448.0,5.5,1.2621625524041533,1.2621625524041533,0,1.2621625524041533,0.0,0.0,0.0,4.357600365756107,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
450,Quicksave Interactive,450.0,6.5,1.898220004278289,1.898220004278289,0,1.898220004278289,90000.0,2.0,0.0,3.424260615392327,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
453,ContractZen,453.0,5.0,2.3287169892043185,2.3287169892043185,1,2.3287169892043185,132000.0,2.114742526881128,0.0,2.1471050467615695,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
467,Migränhjälpen,467.0,6.008905,1.8702718832704996,0.6702718832704996,0,1.8702718832704996,100.0,0.0,0.0,3.212851058581051,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
470,NurseBuddy,470.0,7.0,0.3950509462215115,0.3950509462215115,0,0.3950509462215115,550000.0,1.5182944859378311,0.0,17.719233600000003,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
482,Kameo,482.0,5.5,13.341588688124752,1.2415886881247507,0,1.2415886881247507,196.0,0.0,0.0,4.4298084,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
489,Aatos.app,489.0,1.0,1.7057433978408638,1.7057433978408638,0,0.22574339784086375,0.0,0.0,0.0,4.4298084,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
494,Yaytrade,494.0,40.0,3.627034311544192,3.627034311544192,1,1.297300419233225,0.0,0.0,1.5689290811054724,30.83325913333334,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
502,Invajo,502.0,2.5,3.944297894860636,1.2415886881247507,0,1.2415886881247507,0.0,0.0,0.0,2.0135492727272726,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
507,AISpotter,507.0,0.5,0.5627739655737707,0.5627739655737707,0,0.5627739655737707,5500.0,0.0,0.0,0.8884561663939623,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
508,Inscripta Oy,508.0,3.5,0.9594094408236707,0.9594094408236707,0,0.9594094408236707,46666.666666666664,1.4142135623730951,0.0,3.648077505882353,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
512,TADA Medical AB,512.0,7.5,4.401996257896843,4.401996257896843,1,3.7247660643742515,66666.66666666667,0.816496580927726,0.0,2.0135492727272726,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
514,Katam Technologies,514.0,5.0,1.1287169892043187,1.1287169892043187,0,1.1287169892043187,177000.0,0.0,0.0,4.4298084,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
516,Cling Systems,516.0,0.5,0.1,0.1,0,0.1,0.0,0.0,0.0,5.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
517,CemVision,517.0,0.5,0.1,0.1,0,0.1,0.0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
519,MyPick,519.0,0.5,0.1,0.1,0,0.1,0.0,0.0,0.0,5.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
523,Volta Greentech,523.0,85.0,4.000009625969111,4.000009625969111,1,4.000009625969111,0.0,0.0,0.0,21.249948862162164,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
549,Ridesum,549.0,4.5,1.1632205866429235,1.1632205866429235,0,1.1632205866429235,700.0,0.0,0.0,3.8685697722966585,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
552,Kokoustaja,552.0,1.2,0.44019962578968425,0.44019962578968425,0,0.44019962578968425,0.0,0.0,0.0,2.7260359384615387,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
553,Bintel AB,553.0,9.0,3.256557526723257,3.256557526723257,1,3.256557526723257,250000.0,0.0,0.0,2.7636545419960035,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
554,Alpha Impact,554.0,20.0,3.2,3.2,1,3.2,0.0,0.0,0.0,6.25,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
573,3DBear,573.0,9.07387,4.5741630279088366,2.764163027908837,1,4.5741630279088366,325000.0,1.4422495703074083,0.0,1.9837224743929356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
579,Ridely,579.0,25.0,0.8987284558316129,0.8987284558316129,0,0.8987284558316129,0.0,0.0,1.224744871391589,27.81707849326631,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
580,Rebartek,580.0,1.25,0.25,0.25,0,0.25,105000.0,0.0,1.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
589,Logcast,589.0,100.0,2.3783841019275793,2.3783841019275793,1,2.3783841019275793,0.0,0.0,0.0,42.045353363636366,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
597,Spiff,597.0,4.25,1.623178299111764,1.623178299111764,0,1.0,14750.0,0.7368062997280773,0.0,4.25,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
600,Ignite Procurement,600.0,40.0,4.481595997910033,0.9015959979100329,0,0.9015959979100329,378478.25,2.833178881191855,1.6499158227686108,44.36576925,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
607,&Repeat,607.0,75.0,1.6216255240415314,1.6216255240415314,0,1.6216255240415314,0.0,0.0,0.0,46.2498887,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
609,IAMIP,609.0,5.0,2.275763182660882,2.275763182660882,1,1.1287169892043187,617400.0,1.1478744233307163,1.2535663410560174,4.4298084,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
